Unnamed: 0,Unnamed: 1,Unnamed: 2,Waste,"Energy, kJ","Energy, kcal",Nitrogen-to-protein factor,"Nitrogen, total","Protein, videnskabelig",Protein labeling,Carbohydrate by difference,"Carbohydrates, available","Carbohydrate, declaration",Added sugar,Dietary fiber,"Fat, total",Fatty acid conversion factor (FCF),Alcohol,Ash,Dry matter,Water,Vitamin A,Retinol,beta-carotene,Vitamin D,Vitamin D3,D2 ergocalciferol,Vitamin D3 25-hydroxy,25-hydroxyergocalciferol,Vitamin E,alpha-tocopherol,gamma-tocopherol,delta-tocopherol,alpha-tokotrienol,Vitamin K1,Vitamin B1,thiamine,"Vitamin B2, Riboflavin",Niacin Equivalent,Niacin,Vitamin B6,Pantothenic,Biotin,Folate,"Folate, free",B12,C Vitamin,L-ascorbic acid,L-dehydroascorbic,"Sulfur, S","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphorus, P","Iron, Fe","Copper, Cu","Zinc, Zn",Iodine In,"Manganese, Mn","Chromium, Cr","Selenium, Se","Molybdenum, Mo","Cobalt, Co.","Nickel, Ni","Fluoron, F","Silicon, Si","Rubidium, Rb","Aluminum, Al","Boron, B","Bromine, Br",Mercury Hg,"Arsenic, As",Arsen inorganic,"Cadmium, Cd","Lead, Pb","Tin, Sn",L-lactic acid,D-lactic acid,"Lactic acid, total",Citric acid,Oxalic acid,Malic acid,Benzoic acid,"Organic acids, tot.",Histamine,Tyramine,Phenylethylamine,Putrescin,Cadaverine,Spermine,Spermidine,Serotonin,Fructose,Galactose,Glucose,"Monosaccharides, total",Lactose,Maltose,Sucrose,Disaccharides total,Raffinose,Other sugars,"Sugars, total",Sorbitol,Inositol,Maltitol,"Sugar alcohols, total",Starch,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibers,Neutr.Det.Fibre (NDF),C4: 0,C6: 0,C8: 0,C10: 0,C12: 0,C13: 0,C14: 0,C15: 0,C16: 0,C17: 0,C18: 0,C20: 0,C21:0,C22: 0,C23:0,C24: 0,"Saturated F.A., other","C12:1,n-1",C14: 1 n-5,C15: 1,C16: 1 n-7,C17: 1 n-7,C18: 1 n-9,C18: 1 n-7,C20: 1 n-9,C20: 1 n-11,C22: 1 n-9,C22: 1 n-11,C24: 1 n-9,Other monounsaturated.,C18: 2 n-6,"C18: 2 conj-A, undifferentiated",C18: 3 n-3,C18: 3 n-6,"C18: 4, n-3",C20: 2 n-6,"C22:2,n-6","C22:4,n-6","C22:5,n-6",C20: 3 n-3,"C20: 4, n-3",C20: 3 n-6,"C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3",Other polyunsaturated,C14: 1 trans-9,C16: 1 trans,C18: 1 trans-n-9,C20: 1 trans,C22: 1 trans,"C18: 2, trans, undifferentiated",Other fatty acids,Sum saturated,Sum monounsaturated,Sum polyunsaturated,"Trans fatty acids, total","Fatty acids, total",Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valin,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Hydroxyproline,Serin,Density
653,Dried egg,"Eggs, chicken, dried",0,2351,564,6.25,8.105,50.7,50.7,4.2,4.2,4.2,0,0,38.3,0.83,0,3.6,96.8,3.3,274,271,41,1.8,1.8,nv,nv,nv,8.8,8.8,nv,nv,nv,1.2,0.201,nv,1.63,13.9,0.4,0.265,5.68,96.8,171,nv,3.87,0,0,nv,nv,747,545,515,237,48.5,743,7.07,0.22,5.05,155,0.135,4.9,86,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0.115,0,8.035,nv,2.9,0,nv,nv,nv,nv,nv,nv,nv,nv,0.807,nv,12.512,0.62,0.083,nv,nv,nv,nv,nv,5.456,nv,0.242,nv,0,0.076,nv,nv,nv,nv,0,0.036,0.604,0,0,0,nv,nv,nv,0.09,nv,nv,0,0.255,11.05,14.022,6.414,0.09,31.83,0.242,6.172,1510,3160,4460,3400,1620,1220,2840,2110,2510,811,3650,3240,1220,2920,5030,6480,1700,2030,nv,3810,nv
654,Shellfish,"Lobster, raw",72,393,93,6.25,3.136,19.6,19.6,0.7,0.7,0.8,0,0,1.3,0.77,0,2.4,24,76,0,0,0,0,0,nv,nv,nv,1.5,1.5,nv,nv,nv,0,0.085,nv,0.05,5.66,2,0.21,1.5,5,17,7,6.3,3,3,nv,nv,nv,538,138,48,29,144,0.3,0.7,4.6,700,0.04,2.06,38.1,23,nv,4.7,nv,nv,nv,nv,nv,nv,5.14,490,nv,11.5,1.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.015,0.01,0.109,0.015,0.05,0,nv,0,nv,nv,nv,nv,0,nv,0.059,0,0.178,nv,nv,0.04,0.044,nv,nv,nv,0.04,nv,0.054,nv,nv,nv,nv,nv,nv,0,nv,nv,0.005,0.251,0.015,0.118,nv,nv,nv,nv,nv,nv,nv,nv,0.198,0.32,0.482,nv,1.001,0.438,0.044,129,909,1690,1540,564,251,784,721,909,220,941,1630,376,1320,2130,3070,1290,847,nv,1000,nv
655,Shellfish,"Norway lobster, raw",30,393,93,6.25,3.136,19.6,19.6,0.7,0.7,0.8,0,0,1.3,0.77,0,2.4,24,76,0,0,0,0,0,nv,nv,nv,1.5,1.5,nv,nv,nv,0,0.13,nv,0.01,5.66,2,0.21,1.5,5,17,7,0.9,3,3,nv,nv,nv,341,213,48,67.5,144,2,0.7,4.6,240,0.04,2.7,55,23,nv,6.7,nv,nv,nv,nv,nv,nv,8.75,1060,nv,6.05,4.75,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.015,0.01,0.109,0.015,0.05,0,nv,0,nv,nv,nv,nv,0,nv,0.059,0,0.178,nv,nv,0.04,0.044,nv,nv,nv,0.04,nv,0.054,nv,nv,nv,nv,nv,nv,0,nv,nv,0.005,0.251,0.015,0.118,nv,nv,nv,nv,nv,nv,nv,nv,0.198,0.32,0.482,nv,1.001,0.438,0.044,95,909,1690,1540,564,251,784,721,909,220,941,1630,376,1320,2130,3070,1290,847,nv,1000,nv
656,Bread,"Crispbread, knackebrot, wheat, coarse",0,1565,371,5.7,2.281,13,14.3,70.6,61.1,59.8,0,9.5,6.2,0.72,0,3.2,93,7,51.6,51,7,0,0,nv,nv,nv,1.4,1.4,nv,nv,nv,0,0.3,nv,0.3,2.81,3,0.293,nv,nv,111,nv,0,0,0,nv,140,nv,484,480,87,104,430,5,0.31,2.2,19.7,3.5,3.9,15.3,10,7,25.6,100,13,470,2.1,150,200,0,0,nv,6.1,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.2,nv,0.4,0.6,nv,nv,1,1,nv,0,1.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.012,nv,0.877,nv,0.049,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.532,2.816,nv,0.178,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,0.938,0.532,2.994,nv,4.464,0.178,2.816,0,570,958,639,251,162,639,297,525,169,821,707,319,661,1050,2940,593,1260,nv,661,nv
657,Spices,Curry powder,0,1421,342,6.25,2.032,12.7,12.7,58.4,25.2,25.2,0,33.2,13.8,0.8,0,5.6,90.5,9.5,49.5,0,594,0,0,nv,nv,nv,22,22,nv,nv,nv,nv,0.253,nv,0.281,3.47,3.47,1.15,nv,nv,154,nv,0,11.4,11.4,nv,nv,nv,52,1540,478,254,349,29.6,1.04,4.05,nv,nv,nv,17.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,11.048,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
658,Marine fish,"Norway haddock, fillet, raw",0,380,90,6.25,3.152,19.1,19.1,0,0,0,0,0,1.5,0.84,0,2.7,23.3,76.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.26,nv,nv,48,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
659,Vegetable products,"Potato crisps, fatreduced",0,2043,488,6.25,0.8,5,5,66.9,63.5,44.9,0,3.4,23,0.95,0,3.7,98.7,1.3,0,0,0,0,0,nv,nv,nv,6.1,6.1,nv,nv,nv,nv,0.39,nv,0.083,6.57,5.3,0.48,nv,nv,82,4,0,48.4,48.4,nv,nv,nv,606,1050,24,60,148,1.38,0.26,1.01,nv,nv,nv,nv,nv,nv,12.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.7,nv,nv,nv,nv,44.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,21.85,nv,nv,nv,184,272,288,68,41,200,96,168,76,296,208,88,176,1060,664,144,176,nv,176,nv
660,Cold cuts,"Sausage, tongue sausage, saveloy type",0,616,148,6.25,1.56,9.8,9.8,4.8,4.8,4.8,nv,0,10,0.915,0,4.2,28.7,71.3,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,nv,nv,nv,1210,230,nv,nv,nv,1.73,0.15,1.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,9.132,nv,nv,40,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
661,Marine fish,"Saithe (UK), pollock (US), fillet, frozen",0,387,91,6.25,3.28,20.5,20.5,0.3,0.3,0,0,0,0.9,0.929,0,1.3,23,77,6,6,0,0.79,0.79,nv,nv,nv,0.76,0.76,nv,nv,nv,0,0.05,nv,0.1,1.6,1.6,0.12,nv,nv,10,nv,1,0.333,0.333,nv,240,nv,40,440,29,14,170,0.21,0.0565,0.34,153,0.008,0.195,26,0,0.5,0.3,10,0,70,0.1,10,0,9.58,101,nv,0.083,2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,nv,0,0,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.017,nv,0.399,nv,0.089,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.293,0,nv,0.038,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.081,nv,nv,nv,nv,nv,nv,nv,0.505,0.293,0.038,nv,0.836,0.038,0,61,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
662,Unfermented milk products,"Cream, 18 % fat",0,785,190,6.38,0.423,2.7,2.6,4.3,4.3,3.9,0,0,18,0.945,0,0.6,25.6,74.4,160,153,79,0.21,0.21,nv,nv,nv,0.46,0.46,nv,nv,nv,0,0.035,nv,0.17,0.676,0.07,0.04,0.32,1.4,10,3,0.44,1,1,nv,nv,nv,40,140,95,10,100,0.04,0.007,0.34,10.1,0.007,0.052,1.3,5,nv,0.179,nv,nv,nv,nv,nv,nv,0.1,1,nv,0.002,0.089,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,3.9,0,0,3.9,nv,nv,3.9,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0.61,0.39,0.26,0.56,0.7,nv,1.99,nv,5.32,nv,1.82,nv,nv,nv,nv,nv,nv,nv,0.26,nv,0.39,nv,4,nv,nv,0.2,nv,nv,nv,nv,0.37,nv,0.14,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,11.65,4.85,0.51,nv,17.01,0.14,0.37,60,157,258,241,68,21,135,114,114,36,186,93,76,89,220,537,55,262,nv,152,nv
663,Vegetable products,"Beans, wax, canned",0,110,26,6.25,0.224,1.4,1.4,5.2,3.7,3.7,0,1.5,0.3,0.8,0,0.9,7.8,92.2,5,0,60,0,0,nv,nv,nv,0.29,0.29,nv,nv,nv,nv,0.024,nv,0.051,0.499,0.2,0.03,0.04,0.5,100,8,0,3.4,3.4,nv,nv,nv,259,98,24,17,19,0.9,0.05,0.3,0.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.24,nv,nv,0,54,78,74,19,5,38,31,60,18,69,52,22,56,224,146,43,40,nv,110,nv
665,Bread,"Wheat bread, with wheat bran",0,914,216,5.7,1.719,9.8,10.7,42.6,37.4,36.4,0,5.2,1.9,0.858,0,2.6,56.9,43.1,0,0,0,0,0,nv,nv,nv,0.5,0.5,nv,nv,0.1,0,0.45,nv,0.44,1.72,1,0.09,0.5,1.9,21,nv,0,0,0,nv,nv,nv,495,326,190,64.9,88,4.68,0.22,1.43,22,0.6,7,7.5,0,nv,35.9,nv,nv,nv,nv,nv,nv,0.4,0.04,nv,4.1,7.3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.2,nv,0.2,0.4,nv,nv,0.1,0.1,nv,0,0.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,0.012,nv,0.382,nv,0.051,0.005,nv,0.008,nv,nv,nv,nv,nv,nv,0,nv,0.651,0.032,nv,0.011,nv,nv,nv,nv,0.408,nv,0.07,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0.459,0.693,0.478,0,1.63,0.07,0.408,nv,430,739,241,160,189,516,241,292,103,499,395,223,327,481,3160,413,1140,nv,516,nv
666,Charcuterie,"Pork, ham, cured, canned",0,467,111,6.25,2.512,15.7,15.7,0,0,0,0,0,5.4,0.91,0,4.2,25.3,74.7,0,0,0,0.524,0.084,nv,0.088,nv,0.08,0.08,nv,nv,nv,0,0.52,nv,0.25,6.75,3.9,0.27,0.44,2.6,2.1,nv,0,0,0,nv,nv,nv,1310,281,6,19,200,0.87,0.07,1.9,1,0.012,5.3,12.1,0,nv,2.5,nv,nv,nv,nv,nv,nv,0.13,2,nv,1.9,6.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.075,0,1.302,0,0.58,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.19,0,2.217,nv,nv,0.029,nv,nv,nv,nv,0.475,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.045,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.957,2.437,0.52,nv,4.914,0,0.52,47,779,1180,1410,402,106,578,528,678,171,854,929,603,904,1410,2090,728,578,nv,628,nv
667,Bread,"Bread, bolted rye and wheat, sour, with caraway seeds",0,1053,249,5.75,1.219,7,7.6,50.8,47,46.4,0,3.7,2.8,0.73,0,1.6,62.2,37.8,5.5,0,66,0,0,nv,nv,nv,nv,nv,nv,nv,0.05,0,0.085,nv,0.0672,1.26,0.75,0.12,0.3,3,36.5,8,0,0,0,nv,nv,nv,424,201,22.8,34.6,105,0.7,0.121,0.703,2.4,nv,7.2,2.18,nv,nv,7.93,nv,nv,nv,nv,nv,nv,0.42,0.4,nv,7.28,0.847,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.015,nv,nv,nv,nv,nv,nv,0,0.1,nv,0.05,0.15,0,1.37,0.05,1.42,nv,0,1.57,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.361,nv,0.001,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.283,nv,nv,nv,nv,nv,nv,nv,1.244,nv,0.17,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.362,0.283,1.414,nv,2.059,0.17,1.244,0,317,536,219,111,116,354,146,207,76,378,329,171,268,390,2570,305,707,nv,366,nv
668,Liquid egg,"Eggs, chicken, long eggs, boiled, frozen",0,537,129,6.25,1.913,12,12,2.2,2.2,2.2,0,0,8,0.83,0,1.1,23.2,76.8,63.3,60.7,32,2.12,0.72,nv,0.28,nv,3,3,nv,nv,nv,nv,0.0713,nv,0.377,3.26,0.075,0.0913,1.6,23.2,49,nv,0.887,0,0,nv,nv,347,251,131,42.3,9.33,150,1.44,0.05,1.01,29.3,0.0297,0.427,19.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,0,0,0,0,0,0,0,nv,0.023,0,1.646,nv,0.59,0,nv,nv,nv,nv,nv,nv,nv,nv,0.162,nv,2.786,0.135,0.019,nv,nv,nv,nv,nv,1.008,nv,0.045,nv,0,0.01,nv,nv,nv,nv,0,0,0.127,0.011,0,0,nv,nv,nv,0.021,nv,nv,0,0.056,2.259,3.102,1.202,0.021,6.64,0.056,1.146,319,746,1050,804,383,287,670,497,593,191,861,765,287,708,1190,1530,402,478,nv,918,nv
669,Fruit products,"Blackberry, jam",0,837,197,6.25,0.048,0.3,0.3,49,48.1,48.1,44,0.9,0.2,0.8,0,0.5,50,50,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.0416,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,49,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.16,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
670,Fruit products,"Marmalade, mango",0,917,216,6.25,0.032,0.2,0.2,54,53.1,53.1,41,0.9,0.1,0.8,0,2.5,56.8,43.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.0523,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,46,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0.003,nv,0.019,nv,0.001,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.018,nv,0.02,nv,nv,0,0,nv,nv,nv,0.005,nv,0.014,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.024,0.037,0.019,nv,0.08,0.014,0.005,nv,7,12,16,2,nv,7,4,7,3,10,7,5,20,16,24,8,7,nv,9,nv
671,Fermented milk products,"Cream, cultured, 18 % fat",0,793,192,6.38,0.443,2.8,2.8,3.6,3.6,2.8,0,0,18.6,0.945,0,0.7,25.6,74.4,126,119,82,0.22,0.22,nv,nv,nv,0.26,0.26,nv,nv,nv,0,0.032,nv,0.18,0.587,0.07,0.034,0.3,1.4,10,nv,0.2,0.1,0.1,nv,nv,0.07,30,123,98.4,9.91,76.9,0.024,0.015,0.344,10.1,0.003,0.25,2.2,nv,nv,0.92,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.002,0.089,nv,0.7,0,nv,0,nv,nv,nv,0.7,0.01,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,2.84,0,0,2.84,nv,0,2.84,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0.69,0.482,0.274,0.601,0.672,nv,1.928,0.19,5.433,nv,2.16,nv,nv,nv,nv,nv,nv,nv,0.149,nv,0.238,nv,3.208,0.131,nv,nv,nv,nv,nv,nv,0.309,0.065,0.095,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.601,nv,nv,0.125,0.202,12.431,3.725,0.47,0.726,17.555,0.095,0.309,62,151,261,230,62,23,133,120,93,31,182,102,71,89,213,447,66,217,nv,151,nv
672,Bread,"Bread, wholemeal",0,1051,249,5.83,1.421,8.3,8.9,50.6,45.4,45.5,0,5.2,2.6,0.78,0,1.8,63.3,36.7,0,0,0,0,0,nv,nv,nv,0.3,0.3,nv,nv,0.1,20,0.202,nv,0.101,1.7,2.5,0.143,0.76,6,44.8,17,0,0,0,nv,nv,633,444,203,39.5,38.8,152,1.48,0.162,1.15,2,1.2,7.7,1.7,nv,nv,3.8,nv,nv,nv,nv,nv,nv,0,0,nv,2.5,1.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.015,nv,nv,nv,nv,nv,nv,0,0.2,nv,0.2,0.4,nv,1.5,0.1,1.6,nv,0,2,nv,nv,nv,nv,43.5,nv,nv,nv,2.73,3.04,0.41,1.16,0.25,nv,nv,0,0,0,0,0,nv,0.035,nv,0.385,0,0.097,0.01,nv,0,nv,0.003,nv,nv,0,nv,0.034,nv,0.466,0,nv,0.016,0,0,0,nv,0.895,nv,0.096,nv,0,0,nv,nv,nv,0.008,nv,0.007,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0.01,0.529,0.516,1.007,nv,2.062,0.104,0.903,0,341,597,256,129,129,398,170,227,102,426,398,185,313,497,2530,355,838,nv,426,nv
